word,n_morphemes,note,n_pref,n_root,n_suff,prs,zipf_freq
matriarchies,3,{(mater)(arch)}>y>,0,2,1,"0,2,1",0.0
matriarchy,3,{(mater)(arch)}>y>,0,2,1,"0,2,1",2.05
matrices,1,{(matrices)},0,1,0,"0,1,0",3.18
matricide,2,{(mater)(cide)},0,2,0,"0,2,0",1.68
matriculate,1,{(matriculate)},0,1,0,"0,1,0",1.93
matriculated,1,{(matriculate)},0,1,0,"0,1,0",2.36
matriculation,2,{(matriculate)}>ion>,0,1,1,"0,1,1",2.65
matrimonial,3,{(mater)(mony)}>al>,0,2,1,"0,2,1",2.9
matrimony,2,{(mater)(mony)},0,2,0,"0,2,0",2.92
matrix,1,{(matrix)},0,1,0,"0,1,0",4.07
matron,1,{(matron)},0,1,0,"0,1,0",3.01
matronly,2,{(matron)}>ly>,0,1,1,"0,1,1",1.9
matt,1,{(matt)},0,1,0,"0,1,0",4.55
matter,1,{(matter)},0,1,0,"0,1,0",5.38
matthew,1,{(matthew)},0,1,0,"0,1,0",4.37
mattock,1,{(mattock)},0,1,0,"0,1,0",1.81
mattress,1,{(mattress)},0,1,0,"0,1,0",3.67
maturate,2,{(mature)>ate>},0,1,1,"0,1,1",0.0
maturated,2,{(mature)>ate>},0,1,1,"0,1,1",0.0
maturation,3,{(mature)>ate>}>ion>,0,1,2,"0,1,2",2.99
maturational,4,{(mature)>ate>}>ion>>al>,0,1,3,"0,1,3",1.34
mature,1,{(mature)},0,1,0,"0,1,0",4.28
matured,1,{(mature)},0,1,0,"0,1,0",3.37
maturely,2,{(mature)}>ly>,0,1,1,"0,1,1",2.14
maturer,2,{(mature)}>er>,0,1,1,"0,1,1",1.23
maturest,2,{(mature)}>est>,0,1,1,"0,1,1",0.0
maturities,2,{(mature)}>ity>,0,1,1,"0,1,1",2.39
maturity,2,{(mature)}>ity>,0,1,1,"0,1,1",3.87
maudlin,1,{(maudlin)},0,1,0,"0,1,0",2.39
maul,1,{(maul)},0,1,0,"0,1,0",2.9
maunder,1,{(maunder)},0,1,0,"0,1,0",1.97
mausoleum,1,{(mausoleum)},0,1,0,"0,1,0",2.94
mauve,1,{(mauve)},0,1,0,"0,1,0",2.71
maverick,1,{(maverick)},0,1,0,"0,1,0",3.33
mavis,1,{(mavis)},0,1,0,"0,1,0",2.87
maw,1,{(maw)},0,1,0,"0,1,0",2.96
mawkish,1,{(mawkish)},0,1,0,"0,1,0",1.93
mawkishly,2,{(mawkish)}>ly>,0,1,1,"0,1,1",0.0
mawkishness,2,{(mawkish)}>ness>,0,1,1,"0,1,1",1.18
max,1,{(max)},0,1,0,"0,1,0",4.66
maxim,1,{(maxim)},0,1,0,"0,1,0",3.39
maxima,2,{(maxim)>a>},0,1,1,"0,1,1",2.97
maximal,2,{(maxim)>al>},0,1,1,"0,1,1",3.06
maximally,3,{(maxim)>al>}>ly>,0,1,2,"0,1,2",2.4
maximization,3,{(maxim)>ize>}>ion>,0,1,2,"0,1,2",2.42
maximize,2,{(maxim)>ize>},0,1,1,"0,1,1",3.63
maximized,2,{(maxim)>ize>},0,1,1,"0,1,1",2.63
maximum,2,{(maxim)>ium>},0,1,1,"0,1,1",4.6
may,1,{(may)},0,1,0,"0,1,0",5.98
maybe,1,{(maybe)},0,1,0,"0,1,0",5.45
maybug,2,{(may)}{(bug)},0,2,0,"0,2,0",0.0
mayday,2,{(may)}{(day)},0,2,0,"0,2,0",2.91
mayflies,2,{(may)}{(fly)},0,2,0,"0,2,0",1.92
mayfly,2,{(may)}{(fly)},0,2,0,"0,2,0",2.03
mayhem,1,{(mayhem)},0,1,0,"0,1,0",3.45
mayo,1,{(mayo)},0,1,0,"0,1,0",3.72
mayonnaise,1,{(mayonnaise)},0,1,0,"0,1,0",3.24
mayor,1,{(mayor)},0,1,0,"0,1,0",4.62
mayoral,2,{(mayor)}>al>,0,1,1,"0,1,1",3.28
mayoress,2,{(mayor)}>ess>,0,1,1,"0,1,1",1.96
maypole,2,{(may)}{(pole)},0,2,0,"0,2,0",2.23
mayst,2,{(may)}>est>,0,1,1,"0,1,1",1.61
maze,1,{(maze)},0,1,0,"0,1,0",3.65
mazed,1,{(maze)},0,1,0,"0,1,0",1.08
mazurka,1,{(mazurka)},0,1,0,"0,1,0",1.84
mccarthy,1,{(mccarthy)},0,1,0,"0,1,0",3.74
mccarthyism,2,{(mccarthy)}>ism>,0,1,1,"0,1,1",2.48
mead,1,{(mead)},0,1,0,"0,1,0",3.43
meadow,1,{(meadow)},0,1,0,"0,1,0",3.6
meadowsweet,2,{(meadow)}{(sweet)},0,2,0,"0,2,0",1.62
meager,1,{(meager)},0,1,0,"0,1,0",3.05
meagre,1,{(meagre)},0,1,0,"0,1,0",2.86
meagrely,2,{(meagre)}>ly>,0,1,1,"0,1,1",1.04
meagreness,2,{(meagre)}>ness>,0,1,1,"0,1,1",0.0
meal,1,{(meal)},0,1,0,"0,1,0",4.48
mealier,3,{(meal)}>y>>er>,0,1,2,"0,1,2",0.0
mealiest,3,{(meal)}>y>>est>,0,1,2,"0,1,2",0.0
mealtime,2,{(meal)}{(time)},0,2,0,"0,2,0",2.31
mealy,2,{(meal)}>y>,0,1,1,"0,1,1",2.4
mealybug,3,{(meal)}>y>{(bug)},0,2,1,"0,2,1",1.53
mean,1,{(mean)},0,1,0,"0,1,0",5.53
meander,1,{(meander)},0,1,0,"0,1,0",2.69
meanderingly,2,{(meander)}>ly>,0,1,1,"0,1,1",0.0
meaner,2,{(mean)}>er>,0,1,1,"0,1,1",2.66
meanest,2,{(mean)}>est>,0,1,1,"0,1,1",2.87
meanie,2,{(mean)}>y>,0,1,1,"0,1,1",2.47
meaningful,2,{(mean)}>ful>,0,1,1,"0,1,1",4.14
meaningfully,3,{(mean)}>ful>>ly>,0,1,2,"0,1,2",2.87
meaningfulness,3,{(mean)}>ful>>ness>,0,1,2,"0,1,2",2.02
meaningless,2,{(mean)}>less>,0,1,1,"0,1,1",3.7
meaninglessness,3,{(mean)}>less>>ness>,0,1,2,"0,1,2",2.13
meaningly,2,{(mean)}>ly>,0,1,1,"0,1,1",0.0
meanly,2,{(mean)}>ly>,0,1,1,"0,1,1",1.72
meanness,2,{(mean)}>ness>,0,1,1,"0,1,1",2.47
meant,2,{(mean)>t>},0,1,1,"0,1,1",4.94
meantime,2,{(mean)}{(time)},0,2,0,"0,2,0",4.04
meanwhile,2,{(mean)}{(while)},0,2,0,"0,2,0",4.48
measles,1,{(measles)},0,1,0,"0,1,0",3.33
measlier,2,{(measly)}>er>,0,1,1,"0,1,1",0.0
measliness,2,{(measly)}>ness>,0,1,1,"0,1,1",0.0
measly,1,{(measly)},0,1,0,"0,1,0",2.79
measurable,2,{(measure)}>able>,0,1,1,"0,1,1",3.32
measurably,3,{(measure)}>able>>y>,0,1,2,"0,1,2",2.41
measure,1,{(measure)},0,1,0,"0,1,0",4.65
measured,1,{(measure)},0,1,0,"0,1,0",4.25
measureless,2,{(measure)}>less>,0,1,1,"0,1,1",1.52
measurement,2,{(measure)}>ment>,0,1,1,"0,1,1",4.05
meat,1,{(meat)},0,1,0,"0,1,0",4.63
meatball,2,{(meat)}{(ball)},0,2,0,"0,2,0",2.87
meatier,3,{(meat)}>y>>er>,0,1,2,"0,1,2",1.92
meatiest,3,{(meat)}>y>>est>,0,1,2,"0,1,2",1.33
meatiness,3,{(meat)}>y>>ness>,0,1,2,"0,1,2",1.29
meatless,2,{(meat)}>less>,0,1,1,"0,1,1",2.4
meaty,2,{(meat)}>y>,0,1,1,"0,1,1",3.01
meccas,1,{(mecca)},0,1,0,"0,1,0",1.51
mechanic,2,{(mechan)>ic>},0,1,1,"0,1,1",3.79
mechanical,3,{(mechan)>ic>}>al>,0,1,2,"0,1,2",4.33
mechanically,4,{(mechan)>ic>}>al>>ly>,0,1,3,"0,1,3",3.35
mechanism,2,{(mechan)>ism>},0,1,1,"0,1,1",4.27
mechanistic,3,{(mechan)>ist>}>ic>,0,1,2,"0,1,2",2.6
mechanistically,4,{(mechan)>ist>}>ic>>ly>,0,1,3,"0,1,3",1.72
mechanization,3,{(mechan)>ize>}>ion>,0,1,2,"0,1,2",2.41
mechanize,2,{(mechan)>ize>},0,1,1,"0,1,1",1.59
mechanized,2,{(mechan)>ize>},0,1,1,"0,1,1",2.92
medal,1,{(medal)},0,1,0,"0,1,0",4.39
medallion,2,{(medal)>ion>},0,1,1,"0,1,1",3.1
medallist,2,{(medal)}>ist>,0,1,1,"0,1,1",3.08
meddle,1,{(meddle)},0,1,0,"0,1,0",2.85
meddled,1,{(meddle)},0,1,0,"0,1,0",2.32
meddler,2,{(meddle)}>er>,0,1,1,"0,1,1",1.89
meddlesome,2,{(meddle)}>some>,0,1,1,"0,1,1",2.15
media,1,{(media)},0,1,0,"0,1,0",5.3
medial,1,{(medial)},0,1,0,"0,1,0",3.21
medially,2,{(medial)}>ly>,0,1,1,"0,1,1",2.11
median,1,{(median)},0,1,0,"0,1,0",4.05
mediate,1,{(mediate)},0,1,0,"0,1,0",3.13
mediated,1,{(mediate)},0,1,0,"0,1,0",3.51
mediation,2,{(mediate)}>ion>,0,1,1,"0,1,1",3.51
mediator,2,{(mediate)}>or>,0,1,1,"0,1,1",3.29
medic,1,{(medic)},0,1,0,"0,1,0",3.42
medical,2,{(medic)>al>},0,1,1,"0,1,1",5.16
medically,3,{(medic)>al>}>ly>,0,1,2,"0,1,2",3.44
medicament,2,{(medic)>ment>},0,1,1,"0,1,1",1.66
medicate,2,{(medic)>ate>},0,1,1,"0,1,1",2.48
medicated,2,{(medic)>ate>},0,1,1,"0,1,1",2.93
medication,3,{(medic)>ate>}>ion>,0,1,2,"0,1,2",4.15
medicinal,2,{(medicine)}>al>,0,1,1,"0,1,1",3.53
medicinally,3,{(medicine)}>al>>ly>,0,1,2,"0,1,2",2.11
medicine,1,{(medicine)},0,1,0,"0,1,0",4.73
medico,1,{(medic)},0,1,0,"0,1,0",2.49
medieval,1,{(medieval)},0,1,0,"0,1,0",4.05
mediocre,1,{(mediocre)},0,1,0,"0,1,0",3.52
mediocrities,2,{(mediocre)>ity>},0,1,1,"0,1,1",1.6
mediocrity,2,{(mediocre)>ity>},0,1,1,"0,1,1",3.12
meditate,1,{(meditate)},0,1,0,"0,1,0",3.26
meditated,1,{(meditate)},0,1,0,"0,1,0",2.55
meditation,2,{(meditate)}>ion>,0,1,1,"0,1,1",3.95
meditative,2,{(meditate)}>ive>,0,1,1,"0,1,1",2.86
meditatively,3,{(meditate)}>ive>>ly>,0,1,2,"0,1,2",1.55
medium,1,{(medium)},0,1,0,"0,1,0",4.61
medlar,1,{(medlar)},0,1,0,"0,1,0",1.58
medley,1,{(medley)},0,1,0,"0,1,0",3.28
meed,1,{(meed)},0,1,0,"0,1,0",1.93
meek,1,{(meek)},0,1,0,"0,1,0",3.32
meeker,2,{(meek)}>er>,0,1,1,"0,1,1",2.61
meekest,2,{(meek)}>est>,0,1,1,"0,1,1",1.05
meekly,2,{(meek)}>ly>,0,1,1,"0,1,1",2.53
meekness,2,{(meek)}>ness>,0,1,1,"0,1,1",2.2
meet,1,{(meet)},0,1,0,"0,1,0",5.27
meetinghouse,2,{(meet)}{(house)},0,2,0,"0,2,0",1.95
megadeath,2,<mega<{(death)},1,1,0,"1,1,0",1.31
megahertz,2,<mega<{(hertz)},1,1,0,"1,1,0",2.22
megalith,2,{<mega<(lith)},1,1,0,"1,1,0",1.68
megalithic,3,{<mega<(lith)}>ic>,1,1,1,"1,1,1",2.24
megalomania,2,{(megalo)(mania)},0,2,0,"0,2,0",2.14
megalomaniac,3,{(megalo)(mania)>iac>},0,2,1,"0,2,1",2.32
megaphone,2,<mega<{(phon)},1,1,0,"1,1,0",2.78
megaton,2,<mega<{(ton)},1,1,0,"1,1,0",2.33
megawatt,2,<mega<{(watt)},1,1,0,"1,1,0",2.68
meiosis,1,{(meiosis)},0,1,0,"0,1,0",2.56
melancholia,2,{(melanchol)>ia>},0,1,1,"0,1,1",2.37
melancholic,2,{(melanchol)>ic>},0,1,1,"0,1,1",2.75
melancholy,2,{(melanchol)>y>},0,1,1,"0,1,1",3.39
melange,1,{(melange)},0,1,0,"0,1,0",2.28
melbourne,1,{(melbourne)},0,1,0,"0,1,0",4.36
meld,1,{(meld)},0,1,0,"0,1,0",2.72
melee,1,{(melee)},0,1,0,"0,1,0",3.22
meliorate,1,{(meliorate)},0,1,0,"0,1,0",1.1
meliorated,1,{(meliorate)},0,1,0,"0,1,0",0.0
melioration,2,{(meliorate)}>ion>,0,1,1,"0,1,1",1.18
mellifluous,3,{<melli<(flu)>ious>},1,1,1,"1,1,1",2.08
mellow,1,{(mellow)},0,1,0,"0,1,0",3.32
mellower,2,{(mellow)}>er>,0,1,1,"0,1,1",1.83
mellowest,2,{(mellow)}>est>,0,1,1,"0,1,1",0.0
mellowly,2,{(mellow)}>ly>,0,1,1,"0,1,1",0.0
mellowness,2,{(mellow)}>ness>,0,1,1,"0,1,1",1.28
melodic,2,{(melod)>ic>},0,1,1,"0,1,1",3.24
melodically,3,{(melod)>ic>}>ly>,0,1,2,"0,1,2",2.07
melodies,2,{(melod)>y>},0,1,1,"0,1,1",3.47
melodious,3,{(melod)>y>}>ious>,0,1,2,"0,1,2",2.58
melodiously,4,{(melod)>y>}>ious>>ly>,0,1,3,"0,1,3",1.4
melodiousness,4,{(melod)>y>}>ious>>ness>,0,1,3,"0,1,3",0.0
melodrama,2,{(melo)(drama)},0,2,0,"0,2,0",3.05
melodramatic,3,{(melo)(drama)}>ic>,0,2,1,"0,2,1",2.94
melodramatically,4,{(melo)(drama)}>ic>>ly>,0,2,2,"0,2,2",1.57
melody,2,{(melod)>y>},0,1,1,"0,1,1",3.81
melon,1,{(melon)},0,1,0,"0,1,0",3.32
melt,1,{(melt)},0,1,0,"0,1,0",3.96
meltingly,2,{(melt)}>ly>,0,1,1,"0,1,1",1.56
member,1,{(member)},0,1,0,"0,1,0",5.18
membership,2,{(member)}>ship>,0,1,1,"0,1,1",4.47
membrane,1,{(membrane)},0,1,0,"0,1,0",3.82
memento,1,{(memento)},0,1,0,"0,1,0",2.93
memo,1,{(memo)},0,1,0,"0,1,0",3.81
memoir,1,{(memoir)},0,1,0,"0,1,0",3.77
memorabilia,1,{(memorabilia)},0,1,0,"0,1,0",3.31
memorable,2,{(memor)>able>},0,1,1,"0,1,1",3.97
memorably,3,{(memor)>able>}>y>,0,1,2,"0,1,2",2.41
memoranda,1,{(memoranda)},0,1,0,"0,1,0",2.47
memorandum,1,{(memorandum)},0,1,0,"0,1,0",3.47
memorial,3,{(memor)>y>}>al>,0,1,2,"0,1,2",4.41
memorialize,4,{(memor)>y>}>al>>ize>,0,1,3,"0,1,3",2.34
memorialized,4,{(memor)>y>}>al>>ize>,0,1,3,"0,1,3",2.32
memories,2,{(memor)>y>},0,1,1,"0,1,1",4.5
memorization,3,{(memor)>ize>}>ion>,0,1,2,"0,1,2",2.59
memorize,2,{(memor)>ize>},0,1,1,"0,1,1",3.22
memorized,2,{(memor)>ize>},0,1,1,"0,1,1",3.08
memory,2,{(memor)>y>},0,1,1,"0,1,1",4.81
men,1,{(men)},0,1,0,"0,1,0",5.51
menace,1,{(menace)},0,1,0,"0,1,0",3.54
menaced,1,{(menace)},0,1,0,"0,1,0",2.29
menacingly,2,{(menace)}>ly>,0,1,1,"0,1,1",2.41
menage,1,{(menage)},0,1,0,"0,1,0",2.28
menagerie,1,{(menagerie)},0,1,0,"0,1,0",2.85
menarche,1,{(menarche)},0,1,0,"0,1,0",1.86
mend,1,{(mend)},0,1,0,"0,1,0",3.33
mendacious,2,{(mendac)>ious>},0,1,1,"0,1,1",2.06
mendaciously,3,{(mendac)>ious>}>ly>,0,1,2,"0,1,2",0.0
mendacities,2,{(mendac)>ity>},0,1,1,"0,1,1",0.0
mendacity,2,{(mendac)>ity>},0,1,1,"0,1,1",2.14
mender,2,{(mend)}>er>,0,1,1,"0,1,1",1.78
mendicant,1,{(mendicant)},0,1,0,"0,1,0",2.18
menfolk,1,{(menfolk)},0,1,0,"0,1,0",2.06
menial,1,{(menial)},0,1,0,"0,1,0",2.84
meningitis,1,{(meningitis)},0,1,0,"0,1,0",3.2
meniscus,1,{(meniscus)},0,1,0,"0,1,0",2.77
menopause,1,{(menopause)},0,1,0,"0,1,0",3.16
menstrual,2,{(menstru)>al>},0,1,1,"0,1,1",3.22
menstruate,2,{(menstru)>ate>},0,1,1,"0,1,1",1.87
menstruated,2,{(menstru)>ate>},0,1,1,"0,1,1",1.44
menstruation,3,{(menstru)>ate>}>ion>,0,1,2,"0,1,2",2.9
mensurable,2,{(mensur)>able>},0,1,1,"0,1,1",0.0
mental,1,{(mental)},0,1,0,"0,1,0",4.83
mentalities,2,{(mental)}>ity>,0,1,1,"0,1,1",2.23
mentality,2,{(mental)}>ity>,0,1,1,"0,1,1",3.76
mentally,2,{(mental)}>ly>,0,1,1,"0,1,1",4.2
menthol,1,{(menthol)},0,1,0,"0,1,0",2.77
mentholated,2,{(menthol)}>ate>,0,1,1,"0,1,1",1.36
mention,1,{(mention)},0,1,0,"0,1,0",4.73
mentionable,2,{(mention)}>able>,0,1,1,"0,1,1",1.39
mentor,1,{(mentor)},0,1,0,"0,1,0",3.93
menu,1,{(menu)},0,1,0,"0,1,0",4.26
meow,1,{(meow)},0,1,0,"0,1,0",3.29
mercantile,1,{(mercantile)},0,1,0,"0,1,0",3.21
mercenaries,1,{(mercenary)},0,1,0,"0,1,0",3.28
mercenary,1,{(mercenary)},0,1,0,"0,1,0",3.26
mercer,1,{(mercer)},0,1,0,"0,1,0",3.47
mercerize,2,{(mercer)}>ize>,0,1,1,"0,1,1",0.0
mercerized,2,{(mercer)}>ize>,0,1,1,"0,1,1",1.43
merchandise,1,{(merchandise)},0,1,0,"0,1,0",3.93
merchandised,1,{(merchandise)},0,1,0,"0,1,0",1.62
merchant,1,{(merchant)},0,1,0,"0,1,0",4.08
merchantman,2,{(merchant)}(man),0,2,0,"0,2,0",1.88
mercies,1,{(mercy)},0,1,0,"0,1,0",2.67
merciful,2,{(mercy)}>ful>,0,1,1,"0,1,1",3.27
mercifully,3,{(mercy)}>ful>>ly>,0,1,2,"0,1,2",2.65
mercifulness,3,{(mercy)}>ful>>ness>,0,1,2,"0,1,2",0.0
merciless,2,{(mercy)}>less>,0,1,1,"0,1,1",3.04
mercilessly,3,{(mercy)}>less>>ly>,0,1,2,"0,1,2",2.92
mercilessness,3,{(mercy)}>less>>ness>,0,1,2,"0,1,2",1.14
mercurial,2,{(mercury)}>al>,0,1,1,"0,1,1",2.82
mercurially,3,{(mercury)}>al>>ly>,0,1,2,"0,1,2",0.0
mercury,1,{(mercury)},0,1,0,"0,1,0",4.02
mercy,1,{(mercy)},0,1,0,"0,1,0",4.25
mere,1,{(mere)},0,1,0,"0,1,0",4.13
merely,2,{(mere)}>ly>,0,1,1,"0,1,1",4.37
meretricious,1,{(meretricious)},0,1,0,"0,1,0",1.56
meretriciously,2,{(meretricious)}>ly>,0,1,1,"0,1,1",0.0
meretriciousness,2,{(meretricious)}>ness>,0,1,1,"0,1,1",0.0
merge,1,{(merge)},0,1,0,"0,1,0",3.75
merged,1,{(merge)},0,1,0,"0,1,0",3.67
merger,2,{(merge)}>er>,0,1,1,"0,1,1",3.97
meridian,1,{(meridian)},0,1,0,"0,1,0",3.38
meridional,1,{(meridional)},0,1,0,"0,1,0",1.93
meringue,1,{(meringue)},0,1,0,"0,1,0",2.79
merit,1,{(merit)},0,1,0,"0,1,0",4.08
meritocracies,2,{(merit)}(cracy),0,2,0,"0,2,0",0.0
meritocracy,2,{(merit)}(cracy),0,2,0,"0,2,0",2.55
meritorious,2,{(merit)}>ious>,0,1,1,"0,1,1",2.98
meritoriously,3,{(merit)}>ious>>ly>,0,1,2,"0,1,2",1.19
mermaid,1,{(mermaid)},0,1,0,"0,1,0",3.47
merman,1,{(merman)},0,1,0,"0,1,0",2.41
merrier,2,{(merry)}>er>,0,1,1,"0,1,1",2.64
merriest,2,{(merry)}>est>,0,1,1,"0,1,1",1.44
merrily,2,{(merry)}>ly>,0,1,1,"0,1,1",2.84
merriment,2,{(merry)}>ment>,0,1,1,"0,1,1",2.51
merriness,2,{(merry)}>ness>,0,1,1,"0,1,1",0.0
merry,1,{(merry)},0,1,0,"0,1,0",3.83
merrymaker,3,{(merry)}{(make)}>er>,0,2,1,"0,2,1",0.0
merrymaking,2,{(merry)}{(make)},0,2,0,"0,2,0",1.79
mesa,1,{(mesa)},0,1,0,"0,1,0",3.5
mescal,1,{(mescal)},0,1,0,"0,1,0",1.92
mescaline,1,{(mescaline)},0,1,0,"0,1,0",2.33
mesdemoiselles,1,{(mesdemoiselles)},0,1,0,"0,1,0",0.0
mesh,1,{(mesh)},0,1,0,"0,1,0",3.75
mesmeric,2,{(mesmer)>ic>},0,1,1,"0,1,1",2.13
mesmerism,2,{(mesmer)>ism>},0,1,1,"0,1,1",1.85
mesmerist,2,{(mesmer)>ist>},0,1,1,"0,1,1",1.34
mesmerize,2,{(mesmer)>ize>},0,1,1,"0,1,1",1.97
mesmerized,2,{(mesmer)>ize>},0,1,1,"0,1,1",2.76
meson,1,{(meson)},0,1,0,"0,1,0",2.14
mess,1,{(mess)},0,1,0,"0,1,0",4.57
message,1,{(message)},0,1,0,"0,1,0",5.0
messenger,1,{(messenger)},0,1,0,"0,1,0",3.95
messiahs,1,{(messiah)},0,1,0,"0,1,0",2.03
messianic,2,{(messiah)>ic>)},0,1,1,"0,1,1",2.9
messier,3,{(mess)}>y>>er>,0,1,2,"0,1,2",2.8
messiest,3,{(mess)}>y>>est>,0,1,2,"0,1,2",1.78
messily,3,{(mess)}>y>>ly>,0,1,2,"0,1,2",1.85
messiness,3,{(mess)}>y>>ness>,0,1,2,"0,1,2",2.17
messy,2,{(mess)}>y>,0,1,1,"0,1,1",3.87
met,1,{(met)},0,1,0,"0,1,0",5.09
metabolic,3,{<meta<(bol)>ic>},1,1,1,"1,1,1",3.62
metabolism,3,{<meta<(bol)>ism>},1,1,1,"1,1,1",3.78
metabolize,3,{<meta<(bol)>ize>},1,1,1,"1,1,1",2.46
metabolized,3,{<meta<(bol)>ize>},1,1,1,"1,1,1",2.61
metacarpal,2,<meta<{(carpal)},1,1,0,"1,1,0",2.14
metal,1,{(metal)},0,1,0,"0,1,0",4.82
metalled,1,{(metal)},0,1,0,"0,1,0",1.54
metallic,2,{(metal)}>ic>,0,1,1,"0,1,1",3.82
metalling,1,{(metal)},0,1,0,"0,1,0",0.0
metallurgical,4,{(metal)(urge)>ic>}>al>,0,2,2,"0,2,2",2.85
metallurgist,3,{(metal)(urge)>ist>},0,2,1,"0,2,1",2.16
metallurgy,3,{(metal)(urge)>y>},0,2,1,"0,2,1",2.94
metalwork,2,{(metal)}{(work)},0,2,0,"0,2,0",2.45
metalworker,3,{(metal)}{(work)}>er>,0,2,1,"0,2,1",1.62
metamorphic,3,{<meta<(morph)>ic>},1,1,1,"1,1,1",2.67
metamorphose,3,{<meta<(morph)>ose>},1,1,1,"1,1,1",1.91
metamorphosed,3,{<meta<(morph)>ose>},1,1,1,"1,1,1",2.3
metamorphosis,3,{<meta<(morph)>sis>},1,1,1,"1,1,1",3.03
metaphor,2,{<meta<(phor)},1,1,0,"1,1,0",3.73
metaphorical,4,{<meta<(phor)}>ic>>al>,1,1,2,"1,1,2",3.1
metaphorically,4,{<meta<(phor)}>al>>ly>,1,1,2,"1,1,2",2.96
metaphysic,3,<meta<{(phys)>ic>},1,1,1,"1,1,1",1.41
metaphysical,4,<meta<{(phys)>ic>>al>},1,1,2,"1,1,2",3.22
metaphysically,5,<meta<{(phys)>ic>>al>}>ly>,1,1,3,"1,1,3",2.03
metempsychosis,3,{(metem)(psycho)>sis>},0,2,1,"0,2,1",1.5
meteor,1,{(meteo)},0,1,0,"0,1,0",3.55
meteoric,2,{(meteo)}>ic>,0,1,1,"0,1,1",2.7
meteorically,3,{(meteo)}>ic>>ly>,0,1,2,"0,1,2",0.0
meteorite,2,{(meteo)}>ite>,0,1,1,"0,1,1",3.2
meteorological,4,{(meteo)(log)>ic>>al>},0,2,2,"0,2,2",3.39
meteorologist,3,{(meteo)(log)>ist>},0,2,1,"0,2,1",2.92
meteorology,3,{(meteo)(log)>y>},0,2,1,"0,2,1",3.22
meter,1,{(meter)},0,1,0,"0,1,0",4.09
methane,1,{(methane)},0,1,0,"0,1,0",3.54
methanol,2,{(methane)>ol>},0,1,1,"0,1,1",2.98
methinks,1,{(methinks)},0,1,0,"0,1,0",2.84
method,1,{(method)},0,1,0,"0,1,0",4.8
methodical,3,{(method)}>ic>>al>,0,1,2,"0,1,2",3.02
methodically,3,{(method)}>al>>ly>,0,1,2,"0,1,2",2.77
methodological,4,{(method)}(log)>ic>>al>,0,2,2,"0,2,2",3.03
methodologically,5,{(method)}(log)>ic>>al>>ly>,0,2,3,"0,2,3",2.03
methodologies,3,{(method)}(log)>y>,0,2,1,"0,2,1",3.13
methodology,3,{(method)}(log)>y>,0,2,1,"0,2,1",3.82
meths,1,{(meths)},0,1,0,"0,1,0",1.43
methuselah,1,{(methuselah)},0,1,0,"0,1,0",2.21
methyl,1,{(methyl)},0,1,0,"0,1,0",3.22
methylated,2,{(methyl)}>ate>,0,1,1,"0,1,1",2.4
meticulous,1,{(meticulous)},0,1,0,"0,1,0",3.24
meticulously,2,{(meticulous)}>ly>,0,1,1,"0,1,1",3.08
meticulousness,2,{(meticulous)}>ness>,0,1,1,"0,1,1",1.59
metier,1,{(metier)},0,1,0,"0,1,0",1.64
metre,1,{(metre)},0,1,0,"0,1,0",3.76
metric,2,{(meter)>ic>},0,1,1,"0,1,1",3.88
metrical,3,{(meter)>ic>}>al>,0,1,2,"0,1,2",2.43
metrically,4,{(meter)>ic>}>al>>ly>,0,1,3,"0,1,3",1.86
metricate,3,{(meter)>ic>}>ate>,0,1,2,"0,1,2",0.0
metricated,3,{(meter)>ic>}>ate>,0,1,2,"0,1,2",0.0
metrication,4,{(meter)>ic>}>ate>>ion>,0,1,3,"0,1,3",1.74
metricize,3,{(meter)>ic>}>ize>,0,1,2,"0,1,2",0.0
metricized,3,{(meter)>ic>}>ize>,0,1,2,"0,1,2",0.0
metro,1,{(metro)},0,1,0,"0,1,0",4.18
metronome,1,{(metronome)},0,1,0,"0,1,0",2.62
metropolis,3,{(metro)(pol)>sis>},0,2,1,"0,2,1",3.57
metropolitan,3,{(metro)(pol)>itan>},0,2,1,"0,2,1",4.18
mettle,1,{(mettle)},0,1,0,"0,1,0",2.72
mettlesome,2,{(mettle)}>some>,0,1,1,"0,1,1",0.0
mew,1,{(mew)},0,1,0,"0,1,0",3.0
mexican,1,{(mexican)},0,1,0,"0,1,0",4.41
mexico,1,{(mexico)},0,1,0,"0,1,0",4.75
mezzanine,1,{(mezzanine)},0,1,0,"0,1,0",2.81
mezzo,1,{(mezzo)},0,1,0,"0,1,0",2.6
mezzotint,2,{(mezzo)(tint)},0,2,0,"0,2,0",1.86
miami,1,{(miami)},0,1,0,"0,1,0",4.47
miaow,1,{(miaow)},0,1,0,"0,1,0",1.83
miasma,1,{(miasma)},0,1,0,"0,1,0",2.27
miasmal,2,{(miasma)}>al>,0,1,1,"0,1,1",0.0
mica,1,{(mica)},0,1,0,"0,1,0",2.99
mice,1,{(mice)},0,1,0,"0,1,0",4.09
michael,1,{(michael)},0,1,0,"0,1,0",5.08
michigan,1,{(michigan)},0,1,0,"0,1,0",4.54
mick,1,{(mick)},0,1,0,"0,1,0",3.83
mickeys,2,{(mick)>ey>},0,1,1,"0,1,1",1.75
microanalysis,2,<micro<{(analysis)},1,1,0,"1,1,0",1.5
microbe,1,{(microbe)},0,1,0,"0,1,0",2.63
